RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB,ID
8,2,2,25,5,1,2,1,67,229,8,14353
4,2,3,12,5,2,2,4,68,327,3,6670
1,2,1,9,4,2,2,3,1,162,5,6399
6,1,9,6,3,2,2,9,43,240,4,1938
1,2,3,13,5,2,2,5,1,213,4,9068
6,2,4,6,4,2,2,9,43,462,4,4336
1,2,3,6,3,1,2,5,1,364,3,7196
6,2,3,56,4,2,2,5,67,364,8,13719
1,1,4,6,2,2,2,9,1,158,7,5128
6,2,4,53,3,2,1,9,55,238,4,31525
7,2,9,29,4,1,2,4,43,226,5,17005
9,2,1,36,1,1,2,2,68,329,2,20945
9,1,3,2,5,2,2,7,68,224,3,29475
1,1,3,12,2,1,2,6,1,453,4,8243
1,1,1,36,4,1,2,2,2,341,3,20261
8,1,3,51,4,2,2,9,68,303,3,3951
5,2,1,25,4,2,1,1,67,312,5,14706
9,2,3,12,4,1,2,5,68,327,6,8045
9,2,3,34,5,1,2,7,62,4,4,27987
8,2,4,6,2,2,2,9,32,6,3,2610
6,1,4,18,4,2,2,9,45,233,4,2843
2,1,2,4,2,2,2,8,2,233,5,1218
5,2,4,6,5,2,2,9,67,312,3,3756
6,2,9,32,2,2,2,3,38,210,4,10231
1,1,4,8,4,2,2,8,1,117,5,5944
3,2,2,39,4,2,2,3,45,461,4,22563
9,2,1,36,4,2,2,2,50,233,6,19434
6,2,1,29,1,2,2,4,57,247,4,16651
8,2,2,4,5,2,2,8,67,364,3,620
2,2,9,72,5,2,2,0,2,132,3,32616
8,2,4,32,5,2,2,7,67,303,3,17757
4,2,4,6,1,2,2,9,67,312,3,4115
8,2,3,12,4,2,2,9,67,312,3,7189
6,1,4,6,4,2,2,9,38,338,1,3909
5,1,4,56,2,2,2,8,68,303,8,32459
6,1,3,32,5,1,2,8,39,202,6,17671
8,2,4,6,4,2,2,9,32,303,8,5019
6,2,4,6,2,2,2,9,56,242,4,5373
8,1,4,36,4,2,2,2,67,209,3,20543
6,2,3,12,4,2,2,5,3,247,8,7792
2,1,3,54,5,2,2,5,2,373,3,6796
2,2,3,12,3,1,2,5,46,332,3,8395
9,1,3,24,3,2,2,9,68,363,3,13777
6,2,3,48,5,2,2,7,32,210,4,28182
6,2,1,36,5,2,2,2,43,207,4,20822
1,1,3,12,5,2,2,5,1,314,3,7180
9,1,4,33,4,2,1,5,68,364,3,21584
8,2,1,42,5,1,2,2,38,210,4,24741
8,2,4,6,5,1,2,5,67,451,3,5483
6,2,1,36,4,2,2,2,67,368,3,19333
8,2,4,45,4,2,2,7,67,303,3,1280
8,1,3,6,2,2,2,9,67,313,3,5223
4,2,3,6,5,1,2,9,67,303,3,5383
2,1,9,41,3,1,2,3,2,38,6,15638
6,2,2,6,1,2,2,3,45,233,4,10978
2,2,4,25,4,1,2,1,2,329,6,14642
9,2,3,5,5,2,2,7,68,224,3,1557
8,2,2,20,5,1,2,3,38,210,4,31222
6,2,4,41,4,1,2,9,56,242,4,3322
6,1,3,6,1,1,2,9,39,202,4,1782
9,2,1,16,5,1,2,9,68,164,3,31443
2,2,3,12,2,2,2,9,2,332,3,8378
2,1,1,34,3,2,2,2,67,17,3,18451
7,2,4,6,1,2,2,9,67,109,3,2289
1,2,3,2,3,2,2,5,1,459,5,30318
7,2,3,36,4,2,2,2,67,368,3,19888
1,1,3,12,4,2,2,0,1,108,5,6733
6,1,4,6,5,2,2,9,43,207,1,2037
9,2,4,49,4,2,2,8,68,167,3,29968
6,1,3,51,4,2,2,3,38,207,4,30839
1,1,3,20,5,1,2,5,1,301,7,7494
8,1,3,18,5,2,2,6,67,303,3,26433
2,2,3,12,5,2,2,5,2,512,3,6875
6,2,4,6,4,2,2,8,45,233,4,5222
1,1,9,36,5,2,2,2,1,120,4,19923
6,2,3,48,4,1,2,2,54,231,1,27592
6,2,1,17,4,1,2,3,24,209,4,9941
9,2,9,13,5,2,2,5,68,501,8,8885
8,2,9,50,4,2,2,4,67,312,3,17578
7,2,1,44,5,2,2,2,68,364,3,18200
1,1,2,39,4,2,2,3,1,216,4,23307
6,2,1,36,1,2,2,4,54,231,5,19912
1,2,2,17,3,2,2,0,1,128,5,10941
1,2,1,36,5,1,2,2,1,301,7,20378
7,2,4,17,5,1,2,9,67,303,3,2300
5,2,4,6,5,1,1,9,64,303,3,1858
6,1,1,36,5,2,2,5,4,303,3,19191
8,2,1,25,3,2,2,1,67,303,3,14356
8,1,1,12,4,2,2,9,67,365,1,7110
9,2,4,31,4,2,1,8,43,523,4,845
9,2,4,32,4,2,2,8,2,303,7,17748
1,2,1,36,5,2,2,2,55,238,5,20923
6,1,4,22,3,2,2,7,57,247,5,1027
6,1,9,6,4,2,2,7,45,233,3,5068
9,2,2,26,4,2,2,7,68,303,3,15360
1,2,4,6,4,2,2,9,26,54,5,2801
5,1,2,17,4,1,2,7,64,315,4,10827
6,1,4,6,5,2,2,9,48,215,1,2621
1,1,3,48,5,2,1,3,1,17,3,27429
1,1,1,9,5,2,2,1,1,120,4,6158
9,2,4,6,4,2,2,9,48,303,3,2961
6,2,4,6,4,2,2,9,57,368,2,2329
9,2,2,35,5,2,2,8,68,303,3,19029
8,1,3,6,1,2,2,9,67,100,3,5366
6,2,4,6,3,2,1,9,43,207,4,1783
8,2,4,45,4,2,2,9,67,5,3,3672
1,1,9,36,3,2,2,2,68,303,5,20292
6,1,4,6,2,2,2,9,50,223,3,4035
9,1,4,4,5,2,2,8,68,233,8,848
1,1,3,46,4,2,2,2,44,239,8,18222
9,2,4,6,4,1,1,9,68,72,3,1975
6,1,3,36,4,1,2,2,38,210,8,21081
6,1,4,4,4,1,2,8,4,109,8,656
8,1,3,17,5,2,2,3,67,408,3,10912
8,1,2,17,4,2,2,1,67,303,3,10298
6,2,4,6,2,2,2,9,45,233,2,1961
2,1,3,24,5,2,2,5,67,313,8,13791
8,1,1,36,5,2,2,2,67,365,3,20790
9,2,1,25,4,2,2,1,68,240,3,14454
1,2,1,34,4,1,2,2,1,314,7,18699
9,1,4,42,4,2,2,9,68,303,3,3868
4,2,4,6,5,2,2,9,68,303,3,2307
3,2,9,15,4,2,2,9,45,233,4,9542
1,1,1,42,4,2,2,2,1,117,2,25438
6,2,4,6,5,2,2,9,38,210,4,3145
8,1,1,42,5,1,2,2,35,312,3,25126
6,1,9,48,4,2,2,0,38,242,4,27492
5,1,3,48,5,2,2,7,49,364,4,27408
9,1,4,12,4,2,1,5,68,327,3,7100
6,2,3,48,4,2,1,7,45,233,4,29251
8,2,3,53,5,2,2,9,67,303,2,31045
6,2,9,39,4,2,1,4,1,515,8,22893
6,1,1,4,3,2,2,8,43,207,4,817
1,2,3,12,4,2,2,5,1,327,3,8051
6,2,2,26,4,2,2,3,43,207,4,15415
9,1,3,51,5,2,2,5,68,373,7,9203
6,1,2,17,5,2,2,3,49,361,4,9906
1,1,1,39,4,1,1,3,1,211,5,22307
6,2,4,6,4,2,1,9,61,207,4,2444
6,2,4,25,4,2,2,4,56,242,7,14226
1,2,3,48,5,2,2,5,1,163,3,27124
9,2,3,48,5,1,2,7,68,327,7,27951
4,2,4,6,2,2,2,8,43,154,4,4075
8,1,3,13,5,2,2,5,67,303,3,9187
6,2,4,6,3,2,2,9,45,233,1,4217
9,2,3,1,5,2,2,7,68,313,8,28911
1,1,3,24,5,1,2,5,1,363,3,30914
2,2,2,36,4,2,2,2,67,333,8,20949
2,1,1,19,4,2,2,2,1,421,5,18685
8,2,4,35,5,1,2,9,8,303,3,2079
1,1,1,34,4,2,1,2,1,117,2,18024
6,1,4,6,3,2,2,9,43,340,4,4774
2,2,3,45,5,1,2,5,68,314,3,26229
7,2,3,37,1,2,2,5,19,247,3,21492
6,1,4,53,5,2,2,9,45,467,4,31037
1,2,3,34,4,2,1,2,1,328,5,18035
6,2,1,1,4,2,2,2,43,207,4,20509
9,2,4,8,2,2,2,9,68,303,3,3526
9,1,3,12,4,1,2,5,12,242,3,7929
8,2,3,47,4,1,2,6,49,217,4,26501
2,1,3,37,4,1,2,9,1,66,7,21802
9,1,4,6,5,2,2,9,68,303,4,2192
6,2,2,6,4,2,2,9,56,106,4,4283
2,2,4,44,5,2,2,6,32,117,3,12768
5,1,4,6,4,1,2,9,1,117,3,1655
4,2,4,48,3,2,2,7,7,210,4,28928
1,2,1,34,2,1,2,2,50,148,5,18261
6,1,1,36,4,2,2,2,43,216,3,19616
8,1,2,20,2,2,2,4,67,303,3,12344
1,1,4,6,4,2,2,9,25,209,2,2097
2,2,3,12,4,2,2,5,68,373,3,7976
1,1,4,44,5,2,2,9,1,430,3,31672
3,2,3,26,5,1,1,7,2,361,6,27466
9,2,1,72,4,2,2,0,15,134,5,32514
1,1,1,12,4,2,2,5,1,327,3,7089
1,1,4,44,4,2,1,8,1,370,2,871
1,1,2,6,4,2,2,9,1,414,6,4091
5,1,9,55,1,2,2,7,45,233,4,27399
4,1,4,35,4,2,2,4,57,303,1,19133
6,1,4,39,2,1,2,9,49,217,4,4971
9,2,3,12,4,1,2,5,58,327,3,6801
9,2,4,6,5,2,2,9,68,313,1,3804
1,2,1,25,5,2,2,1,1,139,5,14709
6,1,4,32,4,2,2,8,3,233,4,17667
3,1,3,12,2,2,2,5,2,333,3,8530
3,1,4,6,5,2,1,9,16,303,4,4072
8,2,3,48,5,2,2,7,26,303,2,27298
6,1,2,36,4,1,2,4,31,233,4,2583
2,1,4,32,4,2,2,8,68,327,3,17698
6,1,9,48,5,2,2,7,43,207,4,27879
8,2,1,6,4,2,1,9,67,312,6,1846
1,1,2,28,4,2,2,3,1,301,7,10399
7,1,1,25,4,1,2,1,1,50,5,14632
6,1,4,6,4,1,2,9,57,32,4,5093
8,2,2,29,5,2,2,4,67,117,3,16761
1,1,4,2,5,2,2,6,48,149,5,20409
3,1,3,12,4,2,2,5,27,340,6,7622
4,1,4,33,3,2,1,9,1,248,4,1883
8,1,3,1,5,1,2,4,67,303,3,469
8,2,1,50,4,2,2,7,68,339,4,30025
2,1,4,6,4,2,1,9,49,32,4,2314
2,2,3,13,5,2,2,5,2,333,3,9049
1,1,4,6,4,2,2,9,1,158,6,3307
6,1,3,6,4,2,2,3,44,240,1,2828
8,1,3,56,4,2,2,0,67,200,3,13808
1,1,4,10,4,2,2,9,1,224,4,4293
6,1,1,36,4,1,2,2,59,238,4,20279
9,2,4,12,5,2,2,5,68,312,3,7681
9,1,3,12,4,1,2,5,68,364,3,7860
3,2,1,41,4,1,2,2,1,142,5,20865
8,1,3,12,4,2,2,5,2,55,7,8347
9,1,3,36,5,2,2,5,30,313,3,13726
9,2,3,25,4,1,2,5,68,373,3,6843
6,2,1,36,4,2,2,2,38,210,4,20869
7,2,1,25,5,2,2,1,67,248,3,14736
6,2,3,24,4,2,2,5,56,104,2,13920
1,1,4,48,3,2,2,7,1,213,2,28237
6,2,4,6,5,2,2,9,12,215,4,5457
6,2,4,6,2,2,2,9,45,233,3,2033
3,2,4,6,4,2,1,9,37,303,3,1854
2,1,3,22,5,2,2,7,47,329,3,13068
6,1,3,18,5,2,2,7,39,139,5,29252
2,2,1,36,4,1,2,2,38,210,1,19837
5,2,4,72,5,2,2,8,42,224,4,4268
6,2,9,6,4,2,2,9,2,109,8,4327
6,1,4,8,4,1,2,8,1,303,3,5701
9,2,1,53,1,2,2,9,51,215,4,31568
2,2,3,8,5,2,2,5,68,303,3,9128
6,2,4,34,5,2,2,4,67,303,3,18483
2,1,9,22,2,1,2,5,2,463,3,8841
6,2,4,6,1,1,2,9,56,242,1,2623
9,2,2,31,4,1,2,4,68,373,3,16683
1,2,9,13,4,2,1,5,20,150,5,9072
8,1,9,28,5,2,2,6,67,303,3,16535
9,1,3,8,5,2,2,4,68,303,3,27348
1,2,1,36,5,2,2,2,1,164,4,19334
6,1,3,48,2,2,2,7,57,417,4,28621
1,2,1,48,1,2,2,2,1,129,3,18341
5,1,4,6,4,2,2,9,56,159,4,1993
6,1,1,36,4,2,2,2,45,312,4,19878
3,1,9,36,1,2,1,2,38,210,4,20959
9,2,2,12,5,2,2,5,68,314,3,7600
6,2,1,6,4,2,1,9,38,210,4,2435
6,1,2,48,5,2,2,5,17,207,4,22808
8,2,1,34,5,2,2,2,67,211,3,18214
6,1,1,49,4,2,2,1,43,207,4,6252
7,2,3,34,4,2,2,2,68,314,5,18312
9,1,4,53,5,2,2,9,59,303,3,31422
6,2,4,6,4,2,2,9,45,243,4,2930
9,2,1,25,4,1,2,6,14,303,3,17706
9,2,2,44,1,2,2,5,68,373,3,7131
9,2,4,4,4,1,2,8,68,303,3,958
8,2,3,47,4,2,2,6,67,303,3,26845
9,2,4,20,5,1,2,8,68,303,3,818
8,1,4,6,3,2,2,9,15,226,8,5168
9,2,2,48,5,1,2,2,68,329,2,27897
6,2,4,40,4,2,2,9,44,240,3,1869
9,1,4,72,4,1,2,9,68,129,3,4096
1,2,4,6,5,2,2,1,67,110,6,2947
2,1,3,48,4,2,2,7,38,202,3,27351
1,2,3,37,4,2,2,5,1,301,2,21504
2,1,1,27,5,1,2,2,62,333,3,19473
3,1,1,12,2,2,2,5,16,360,3,8543
9,1,2,21,5,1,2,3,68,303,3,11447
1,1,1,18,3,2,1,9,67,72,3,1678
7,2,1,25,5,2,2,6,68,408,6,14713
5,1,4,6,5,2,2,9,67,51,3,5158
7,1,4,6,5,2,2,9,15,233,4,2280
9,2,4,6,4,1,1,7,1,216,4,2103
9,2,4,6,2,2,1,9,1,363,3,3047
6,2,2,34,4,2,2,2,38,210,4,18847
1,2,1,40,5,2,2,2,1,129,5,24353
1,2,4,4,1,2,2,4,68,233,4,932
1,1,1,34,4,2,2,8,59,160,3,18845
9,2,3,47,4,1,2,6,1,341,3,28163
8,1,4,6,1,2,2,9,44,303,3,4955
2,1,9,22,5,1,2,7,2,332,3,13210
8,2,3,6,2,2,1,9,47,312,2,1711
4,1,3,72,4,1,2,0,68,370,3,32702
7,2,9,41,5,2,2,9,66,24,8,24157
6,2,4,53,4,2,1,9,45,233,4,31365
1,1,1,5,4,2,2,2,1,139,6,24612
8,1,2,6,4,2,2,9,38,223,6,2912
3,1,4,4,5,2,2,7,67,303,3,29177
6,2,3,51,5,1,2,0,34,312,4,30910
6,1,9,12,4,2,2,4,36,242,4,6635
6,2,3,13,4,2,2,5,1,157,5,9208
2,2,3,55,4,1,2,7,2,236,6,28322
8,1,1,45,5,2,2,5,2,333,1,25774
6,2,4,6,5,2,2,9,1,138,5,5443
1,1,3,17,5,2,2,3,1,139,5,11160
3,1,3,6,5,2,2,8,57,247,1,2067
8,2,3,48,2,2,2,7,67,303,3,28753
6,2,4,8,4,2,2,9,43,207,4,4416
1,2,4,12,4,2,1,5,1,110,5,8080
6,1,2,17,5,2,2,3,38,301,7,11121
6,2,3,17,2,1,2,5,57,301,3,9298
7,1,9,25,4,2,2,1,1,163,5,14162
9,1,3,48,4,2,2,6,68,303,1,28104
6,1,4,56,4,2,2,9,59,247,4,2158
1,2,3,51,4,2,2,9,12,303,4,30853
8,1,3,48,5,2,2,7,67,303,3,27299
1,2,4,6,2,2,2,3,50,212,4,2451
1,2,1,36,1,2,2,5,1,100,7,20211
8,2,1,22,2,2,2,9,67,303,7,2224
9,1,4,6,4,2,2,9,68,303,3,5053
8,1,1,44,5,2,1,6,67,238,6,25670
6,1,4,56,5,1,2,8,58,149,4,31645
6,1,3,48,4,2,2,7,49,217,4,27948
8,1,4,6,4,2,2,3,67,312,4,2642
6,2,9,48,5,2,2,4,43,240,4,27785
2,2,4,37,4,2,2,7,40,457,3,3612
2,1,9,25,4,2,2,1,2,332,3,14255
8,2,3,37,5,1,2,2,43,207,5,18505
3,1,9,36,3,2,2,2,68,323,3,20937
1,2,3,44,4,2,2,8,1,209,6,25696
4,1,4,6,4,1,2,9,49,217,4,5191
9,1,3,48,4,2,2,7,46,313,3,27673
4,2,4,6,3,2,2,9,27,303,3,4015
8,1,1,34,5,1,2,9,67,365,3,18792
6,1,9,6,4,2,2,9,1,137,2,3565
1,1,1,36,5,2,2,2,1,109,2,20072
6,1,4,6,1,1,2,9,43,207,4,3534
8,2,4,4,5,2,2,9,67,303,3,886
3,1,4,4,5,2,1,8,67,303,3,1075
2,2,4,6,5,1,2,9,43,217,3,2491
9,1,3,37,4,2,2,5,5,364,4,21604
6,1,3,51,5,1,2,5,59,339,4,30732
9,2,9,6,4,1,2,2,37,134,6,20318
9,1,4,8,4,2,2,9,68,303,3,4375
9,2,9,31,5,2,2,4,66,303,3,17471
8,2,4,6,4,2,2,9,67,119,2,4924
5,1,2,17,4,1,2,3,68,303,3,11021
2,1,3,12,5,2,2,5,2,332,5,8133
2,1,2,25,1,2,2,1,2,333,3,14224
4,2,1,34,4,2,1,2,47,211,4,18043
1,2,4,1,4,1,1,5,45,117,5,1622
8,2,4,41,5,2,2,9,67,303,3,23858
6,1,3,6,4,2,1,5,2,453,3,6588
